"Volcano (1997)"   "563"   "2" 
"Kiss the Girls (1997)"   "362"   "5" 
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"   "358"   "3" 
"Fried Green Tomatoes (1991)"   "805"   "3" 
"Time to Kill, A (1996)"   "834"   "4" 
"Gridlock'd (1997)"   "663"   "4" 
"Richard III (1995)"   "506"   "2" 
"Bronx Tale, A (1993)"   "478"   "5" 
"Last Supper, The (1995)"   "774"   "1" 
"Star Trek: First Contact (1996)"   "540"   "4" 
"Paper, The (1994)"   "588"   "4" 
"Tank Girl (1995)"   "648"   "3" 
"George of the Jungle (1997)"   "221"   "4" 
"Pinocchio (1940)"   "642"   "3" 
"Good, The Bad and The Ugly, The (1966)"   "807"   "4" 
"Wallace & Gromit: The Best of Aardman Animation (1996)"   "543"   "4" 
"Antonia's Line (1995)"   "585"   "3" 
"Richard III (1995)"   "406"   "3" 
"Return of the Jedi (1983)"   "831"   "5" 
"D3: The Mighty Ducks (1996)"   "756"   "2" 
"M*A*S*H (1970)"   "766"   "4" 
"Murder at 1600 (1997)"   "428"   "4" 
"Tomorrow Never Dies (1997)"   "240"   "3" 
"Streetcar Named Desire, A (1951)"   "763"   "4" 
"Somewhere in Time (1980)"   "655"   "2" 
"House of Yes, The (1997)"   "334"   "4" 
"Old Man and the Sea, The (1958)"   "848"   "5" 
"North by Northwest (1959)"   "44"   "4" 
"Highlander (1986)"   "746"   "5" 
"Godfather, The (1972)"   "716"   "5" 
"Bulletproof (1996)"   "487"   "4" 
"Highlander (1986)"   "109"   "3" 
"North by Northwest (1959)"   "745"   "3" 
"French Twist (Gazon maudit) (1995)"   "535"   "4" 
"Being There (1979)"   "269"   "4" 
"Field of Dreams (1989)"   "693"   "4" 
"Blues Brothers, The (1980)"   "412"   "5" 
"Back to the Future (1985)"   "638"   "5" 
"Tomorrow Never Dies (1997)"   "738"   "3" 
"Searching for Bobby Fischer (1993)"   "639"   "3" 
"Harlem (1993)"   "487"   "5" 
"Piano, The (1993)"   "457"   "5" 
"Primal Fear (1996)"   "751"   "1" 
"Kolya (1996)"   "592"   "5" 
"Mary Poppins (1964)"   "298"   "5" 
"On Golden Pond (1981)"   "760"   "3" 
"Nightmare on Elm Street, A (1984)"   "301"   "4" 
"First Wives Club, The (1996)"   "102"   "3" 
"Smoke (1995)"   "452"   "4" 
"Wild Bunch, The (1969)"   "85"   "3" 
"Donnie Brasco (1997)"   "834"   "3" 
"Mask, The (1994)"   "194"   "3" 
"Patton (1970)"   "833"   "4" 
"Jerry Maguire (1996)"   "549"   "4" 
"Saint, The (1997)"   "178"   "4" 
"Farewell My Concubine (1993)"   "828"   "4" 
"Batman (1989)"   "798"   "4" 
"Bonnie and Clyde (1967)"   "562"   "4" 
"Lion King, The (1994)"   "435"   "3" 
"Magnificent Seven, The (1954)"   "225"   "5" 
"Apocalypse Now (1979)"   "821"   "5" 
"Midnight in the Garden of Good and Evil (1997)"   "401"   "3" 
"Amadeus (1984)"   "758"   "5" 
"Addams Family Values (1993)"   "805"   "3" 
"Fled (1996)"   "518"   "3" 
"Platoon (1986)"   "835"   "4" 
"Babe (1995)"   "731"   "2" 
"GoodFellas (1990)"   "749"   "3" 
"Independence Day (ID4) (1996)"   "699"   "3" 
"Treasure of the Sierra Madre, The (1948)"   "666"   "4" 
"Cliffhanger (1993)"   "619"   "4" 
"Toy Story (1995)"   "790"   "3" 
"Long Kiss Goodnight, The (1996)"   "313"   "4" 
"Donnie Brasco (1997)"   "540"   "4" 
"Shining, The (1980)"   "795"   "3" 
"Scream (1996)"   "761"   "4" 
"His Girl Friday (1940)"   "561"   "4" 
"Contact (1997)"   "769"   "3" 
"Heathers (1989)"   "795"   "4" 
"Star Trek: First Contact (1996)"   "779"   "4" 
"Young Guns II (1990)"   "773"   "2" 
"Dirty Dancing (1987)"   "174"   "4" 
"Better Off Dead... (1985)"   "393"   "4" 
"Woman in Question, The (1950)"   "405"   "1" 
"L.A. Confidential (1997)"   "216"   "5" 
"Princess Bride, The (1987)"   "682"   "4" 
"Giant (1956)"   "694"   "4" 
"Usual Suspects, The (1995)"   "29"   "5" 
"Cemetery Man (Dellamorte Dellamore) (1994)"   "445"   "1" 
"Mystery Science Theater 3000: The Movie (1996)"   "472"   "4" 
"39 Steps, The (1935)"   "843"   "3" 
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"   "805"   "3" 
"American Werewolf in London, An (1981)"   "437"   "4" 
"Junior (1994)"   "648"   "2" 
"Back to the Future (1985)"   "601"   "2" 
"Dances with Wolves (1990)"   "821"   "5" 
"Waterworld (1995)"   "380"   "2" 
"Sleepless in Seattle (1993)"   "89"   "4" 
"Crimson Tide (1995)"   "577"   "4" 
"Star Wars (1977)"   "216"   "4" 
"Last Man Standing (1996)"   "396"   "3" 
"Apartment, The (1960)"   "848"   "3" 
"Empire Strikes Back, The (1980)"   "826"   "5" 
"Philadelphia Story, The (1940)"   "10"   "5" 
"Madness of King George, The (1994)"   "833"   "3" 
"Being There (1979)"   "148"   "5" 
"Secrets & Lies (1996)"   "227"   "4" 
"M*A*S*H (1970)"   "699"   "1" 
"Contact (1997)"   "834"   "4" 
"M*A*S*H (1970)"   "504"   "4" 
"Treasure of the Sierra Madre, The (1948)"   "553"   "5" 
"Army of Darkness (1993)"   "216"   "4" 
"My Fair Lady (1964)"   "796"   "4" 
"Benny & Joon (1993)"   "593"   "4" 
"Bean (1997)"   "547"   "2" 
"Alien (1979)"   "788"   "5" 
"Back to the Future (1985)"   "833"   "1" 
"Unforgiven (1992)"   "346"   "4" 
"Jack (1996)"   "756"   "2" 
"When Harry Met Sally... (1989)"   "484"   "4" 
"Pretty Woman (1990)"   "660"   "2" 
"Fugitive, The (1993)"   "352"   "4" 
"Secrets & Lies (1996)"   "655"   "4" 
"Dante's Peak (1997)"   "616"   "4" 
"Evening Star, The (1996)"   "708"   "3" 
"While You Were Sleeping (1995)"   "216"   "2" 
"Dumbo (1941)"   "91"   "2" 
"How to Be a Player (1997)"   "783"   "3" 
"Sneakers (1992)"   "407"   "4" 
"Last of the Mohicans, The (1992)"   "757"   "3" 
"Batman (1989)"   "647"   "4" 
"Forrest Gump (1994)"   "715"   "4" 
"Groundhog Day (1993)"   "757"   "4" 
"Ridicule (1996)"   "460"   "4" 
"Fargo (1996)"   "834"   "4" 
"Jerry Maguire (1996)"   "484"   "3" 
"Terminator, The (1984)"   "778"   "4" 
"Heavy Metal (1981)"   "622"   "5" 
"Othello (1995)"   "585"   "4" 
"American Werewolf in London, An (1981)"   "666"   "3" 
"Pump Up the Volume (1990)"   "94"   "3" 
"Adventures of Robin Hood, The (1938)"   "42"   "3" 
"Mars Attacks! (1996)"   "92"   "3" 
"Time to Kill, A (1996)"   "697"   "4" 
"Postman, The (1997)"   "147"   "5" 
"Cop Land (1997)"   "332"   "5" 
"Anastasia (1997)"   "724"   "2" 
"Malice (1993)"   "504"   "4" 
"Kingpin (1996)"   "551"   "5" 
"Liar Liar (1997)"   "504"   "2" 
"In the Line of Fire (1993)"   "453"   "3" 
"Beautiful Girls (1996)"   "500"   "4" 
"Angels in the Outfield (1994)"   "393"   "3" 
"Forrest Gump (1994)"   "788"   "4" 
"True Lies (1994)"   "90"   "4" 
"Executive Decision (1996)"   "852"   "3" 
"Grease (1978)"   "788"   "4" 
"Wedding Singer, The (1998)"   "729"   "5" 
"Circle of Friends (1995)"   "682"   "4" 
"Batman Returns (1992)"   "588"   "4" 
"Jeffrey (1995)"   "49"   "4" 
"Angels in the Outfield (1994)"   "815"   "3" 
"Rear Window (1954)"   "815"   "3" 
"Clerks (1994)"   "751"   "5" 
"Stealing Beauty (1996)"   "851"   "2" 
"Demolition Man (1993)"   "758"   "4" 
"Keys to Tulsa (1997)"   "782"   "2" 
"Casablanca (1942)"   "648"   "5" 
"Diva (1981)"   "201"   "4" 
"Grumpier Old Men (1995)"   "56"   "4" 
"Leaving Las Vegas (1995)"   "141"   "1" 
"Jane Eyre (1996)"   "152"   "4" 
"Craft, The (1996)"   "849"   "5" 
"Cinema Paradiso (1988)"   "527"   "3" 
"Much Ado About Nothing (1993)"   "528"   "5" 
"Full Monty, The (1997)"   "828"   "4" 
"Eraser (1996)"   "472"   "5" 
"Desperate Measures (1998)"   "787"   "4" 
"Cement Garden, The (1993)"   "655"   "3" 
"Judge Dredd (1995)"   "417"   "3" 
"Batman Forever (1995)"   "484"   "3" 
"Good Will Hunting (1997)"   "673"   "5" 
"Pallbearer, The (1996)"   "342"   "2" 
"Seven Years in Tibet (1997)"   "798"   "4" 
"Wag the Dog (1997)"   "660"   "3" 
"Dumb & Dumber (1994)"   "500"   "3" 
"Room with a View, A (1986)"   "647"   "3" 
"Silence of the Lambs, The (1991)"   "367"   "5" 
"Net, The (1995)"   "405"   "5" 
"Priest (1994)"   "257"   "5" 
"Clueless (1995)"   "790"   "4" 
"Johnny Mnemonic (1995)"   "660"   "2" 
"Kull the Conqueror (1997)"   "397"   "1" 
"Leave It to Beaver (1997)"   "721"   "3" 
"Serial Mom (1994)"   "102"   "2" 
"Sleepers (1996)"   "835"   "3" 
"Welcome to the Dollhouse (1995)"   "789"   "4" 
"Phenomenon (1996)"   "655"   "2" 
"Star Trek: The Wrath of Khan (1982)"   "804"   "4" 
"Silence of the Lambs, The (1991)"   "796"   "5" 
"Sling Blade (1996)"   "207"   "3" 
"Independence Day (ID4) (1996)"   "653"   "4" 
"Ghost (1990)"   "90"   "5" 
"Crumb (1994)"   "567"   "5" 
"Hercules (1997)"   "276"   "3" 
"Maltese Falcon, The (1941)"   "385"   "4" 
"Apollo 13 (1995)"   "435"   "3" 
"Bad Company (1995)"   "788"   "2" 
"Godfather: Part II, The (1974)"   "506"   "5" 
"Clueless (1995)"   "468"   "4" 
"Great White Hype, The (1996)"   "643"   "3" 
"When Harry Met Sally... (1989)"   "23"   "4" 
"It Happened One Night (1934)"   "694"   "4" 
"Nightmare Before Christmas, The (1993)"   "493"   "3" 
"Pulp Fiction (1994)"   "334"   "4" 
"Picture Perfect (1997)"   "637"   "1" 
"Bean (1997)"   "688"   "5" 
"To Catch a Thief (1955)"   "669"   "5" 
"Hoop Dreams (1994)"   "182"   "3" 
"Scream (1996)"   "830"   "1" 
"Bad Boys (1995)"   "851"   "4" 
"Secrets & Lies (1996)"   "680"   "5" 
"Madonna: Truth or Dare (1991)"   "805"   "3" 
"Dead Man (1995)"   "634"   "4" 
"Long Kiss Goodnight, The (1996)"   "649"   "4" 
"Jungle Book, The (1994)"   "840"   "4" 
"Lone Star (1996)"   "425"   "2" 
"Angels in the Outfield (1994)"   "378"   "3" 
"Terminator, The (1984)"   "524"   "2" 
"Face/Off (1997)"   "121"   "2" 
"Long Kiss Goodnight, The (1996)"   "671"   "1" 
"Sleeper (1973)"   "406"   "2" 
"Bonnie and Clyde (1967)"   "313"   "5" 
"Miller's Crossing (1990)"   "276"   "4" 
"Pinocchio (1940)"   "339"   "4" 
"Manon of the Spring (Manon des sources) (1986)"   "840"   "5" 
"Emma (1996)"   "763"   "4" 
"101 Dalmatians (1996)"   "837"   "3" 
"Lost World: Jurassic Park, The (1997)"   "26"   "3" 
"Rebecca (1940)"   "178"   "3" 
"Michael Collins (1996)"   "168"   "5" 
"Multiplicity (1996)"   "621"   "3" 
"Eat Drink Man Woman (1994)"   "773"   "4" 
"Get Shorty (1995)"   "301"   "4" 
"Graduate, The (1967)"   "13"   "4" 
"Long Kiss Goodnight, The (1996)"   "805"   "5" 
"Everyone Says I Love You (1996)"   "303"   "5" 
"When Harry Met Sally... (1989)"   "342"   "5" 
"Major Payne (1994)"   "804"   "3" 
"Breakfast at Tiffany's (1961)"   "815"   "2" 
"Four Weddings and a Funeral (1994)"   "119"   "3" 
"Big Bully (1996)"   "595"   "1" 
"Princess Bride, The (1987)"   "194"   "5" 
"Solo (1996)"   "425"   "1" 
"Sense and Sensibility (1995)"   "821"   "5" 
"Four Rooms (1995)"   "291"   "3" 
"Return of the Jedi (1983)"   "838"   "5" 
"Star Trek: First Contact (1996)"   "43"   "4" 
"Silence of the Lambs, The (1991)"   "693"   "4" 
"Searching for Bobby Fischer (1993)"   "450"   "5" 
"Fargo (1996)"   "758"   "5" 
"Alien (1979)"   "96"   "4" 
"Scream (1996)"   "405"   "5" 
"Sabrina (1995)"   "837"   "4" 
"Event Horizon (1997)"   "392"   "1" 
"Space Jam (1996)"   "699"   "2" 
"Fugitive, The (1993)"   "419"   "4" 
"Home Alone (1990)"   "472"   "5" 
"Addicted to Love (1997)"   "87"   "4" 
"Terminator 2: Judgment Day (1991)"   "77"   "3" 
"Annie Hall (1977)"   "794"   "5" 
"M (1931)"   "60"   "4" 
"All Dogs Go to Heaven 2 (1996)"   "606"   "3" 
"Back to the Future (1985)"   "442"   "3" 
"Highlander (1986)"   "638"   "4" 
"Game, The (1997)"   "418"   "5" 
"Godfather, The (1972)"   "623"   "4" 
"Little Women (1994)"   "788"   "3" 
"Jerry Maguire (1996)"   "56"   "5" 
"Cool Runnings (1993)"   "694"   "4" 
"It's a Wonderful Life (1946)"   "659"   "5" 
"Rear Window (1954)"   "551"   "5" 
"Love Jones (1997)"   "782"   "2" 
"Liar Liar (1997)"   "528"   "3" 
"Priest (1994)"   "639"   "3" 
"Hoop Dreams (1994)"   "716"   "5" 
"Eat Drink Man Woman (1994)"   "535"   "3" 
"Terminator, The (1984)"   "680"   "4" 
"Monty Python's Life of Brian (1979)"   "222"   "3" 
"Swingers (1996)"   "484"   "4" 
"Phantom, The (1996)"   "847"   "3" 
"Godfather, The (1972)"   "833"   "5" 
"Four Weddings and a Funeral (1994)"   "566"   "4" 
"Batman Returns (1992)"   "642"   "3" 
"Time to Kill, A (1996)"   "770"   "5" 
"Reservoir Dogs (1992)"   "53"   "4" 
"Godfather, The (1972)"   "560"   "5" 
"One Flew Over the Cuckoo's Nest (1975)"   "796"   "4" 
"Breaking the Waves (1996)"   "758"   "3" 
"Fierce Creatures (1997)"   "268"   "3" 
"One Fine Day (1996)"   "618"   "4" 
"Bogus (1996)"   "798"   "4" 
"Alien: Resurrection (1997)"   "755"   "3" 
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"   "318"   "4" 
"In the Line of Fire (1993)"   "727"   "4" 
"Casablanca (1942)"   "645"   "5" 
"Manon of the Spring (Manon des sources) (1986)"   "305"   "4" 
"Sting, The (1973)"   "151"   "4" 
"Breakdown (1997)"   "323"   "3" 
"When Night Is Falling (1995)"   "655"   "3" 
"Independence Day (ID4) (1996)"   "796"   "5" 
"Ghost and the Darkness, The (1996)"   "805"   "2" 
"Beauty and the Beast (1991)"   "545"   "4" 
"Spice World (1997)"   "782"   "1" 
"Sound of Music, The (1965)"   "20"   "3" 
"Godfather, The (1972)"   "407"   "3" 
"Pillow Book, The (1995)"   "557"   "3" 
"Liar Liar (1997)"   "605"   "4" 
"Adventures of Priscilla, Queen of the Desert, The (1994)"   "286"   "5" 
"Tomorrow Never Dies (1997)"   "661"   "4" 
"Get Shorty (1995)"   "562"   "1" 
"Ransom (1996)"   "588"   "4" 
"Game, The (1997)"   "831"   "4" 
"Rock, The (1996)"   "730"   "3" 
"Evita (1996)"   "813"   "4" 
"Juror, The (1996)"   "699"   "1" 
"101 Dalmatians (1996)"   "830"   "3" 
"Leaving Las Vegas (1995)"   "402"   "5" 
"Congo (1995)"   "773"   "1" 
"Washington Square (1997)"   "351"   "5" 
"Monty Python and the Holy Grail (1974)"   "109"   "3" 
"Event Horizon (1997)"   "839"   "2" 
"Bad Taste (1987)"   "833"   "4" 
"To Live (Huozhe) (1994)"   "639"   "4" 
"Parent Trap, The (1961)"   "796"   "4" 
"Spitfire Grill, The (1996)"   "735"   "3" 
"Madness of King George, The (1994)"   "370"   "4" 
"Dances with Wolves (1990)"   "707"   "4" 
"Paris, Texas (1984)"   "498"   "5" 
"Rock, The (1996)"   "671"   "3" 
"Stalker (1979)"   "758"   "5" 
"Rock, The (1996)"   "749"   "4" 
"Absolute Power (1997)"   "751"   "3" 
"Amadeus (1984)"   "499"   "5" 
"Natural Born Killers (1994)"   "343"   "5" 
"20,000 Leagues Under the Sea (1954)"   "767"   "4" 
"From Dusk Till Dawn (1996)"   "682"   "3" 
"Cinema Paradiso (1988)"   "213"   "5" 
"French Twist (Gazon maudit) (1995)"   "733"   "3" 
"Vanya on 42nd Street (1994)"   "94"   "5" 
"Private Parts (1997)"   "643"   "4" 
"Willy Wonka and the Chocolate Factory (1971)"   "424"   "2" 
"Clueless (1995)"   "588"   "5" 
"Everyone Says I Love You (1996)"   "489"   "3" 
"Clueless (1995)"   "798"   "3" 
"Terminator, The (1984)"   "844"   "3" 
"Courage Under Fire (1996)"   "703"   "4" 
"Sense and Sensibility (1995)"   "654"   "5" 
"Empire Strikes Back, The (1980)"   "767"   "5" 
"Beverly Hillbillies, The (1993)"   "497"   "1" 
"Under Siege (1992)"   "738"   "3" 
"My Family (1995)"   "492"   "1" 
"Mr. Holland's Opus (1995)"   "689"   "5" 
"Men in Black (1997)"   "839"   "3" 
"Band Wagon, The (1953)"   "312"   "5" 
"Last of the Mohicans, The (1992)"   "167"   "5" 
"Deconstructing Harry (1997)"   "191"   "4" 
"Fantasia (1940)"   "648"   "5" 
"Blues Brothers, The (1980)"   "854"   "3" 
"Happy Gilmore (1996)"   "551"   "5" 
"Wyatt Earp (1994)"   "246"   "1" 
"Raiders of the Lost Ark (1981)"   "425"   "3" 
"Three Musketeers, The (1993)"   "756"   "2" 
"Rebecca (1940)"   "334"   "3" 
"Absolute Power (1997)"   "637"   "4" 
"Forrest Gump (1994)"   "848"   "2" 
"Batman Returns (1992)"   "600"   "3" 
"Star Trek IV: The Voyage Home (1986)"   "600"   "4" 
"In & Out (1997)"   "656"   "3" 
"Midnight in the Garden of Good and Evil (1997)"   "683"   "3" 
"My Life as a Dog (Mitt liv som hund) (1985)"   "18"   "5" 
"Schindler's List (1993)"   "838"   "5" 
"Brothers McMullen, The (1995)"   "758"   "4" 
"English Patient, The (1996)"   "616"   "5" 
"Stargate (1994)"   "627"   "4" 
"Thin Man, The (1934)"   "271"   "4" 
"Multiplicity (1996)"   "486"   "2" 
"Back to the Future (1985)"   "586"   "3" 
"Tales from the Hood (1995)"   "109"   "3" 
"Face/Off (1997)"   "455"   "4" 
"Heavy Metal (1981)"   "387"   "4" 
"Jungle Book, The (1994)"   "194"   "3" 
"Mask, The (1994)"   "838"   "4" 
"Program, The (1993)"   "87"   "3" 
"Game, The (1997)"   "663"   "5" 
"To Kill a Mockingbird (1962)"   "253"   "5" 
"When Harry Met Sally... (1989)"   "645"   "4" 
"Conspiracy Theory (1997)"   "791"   "4" 
"Queen Margot (Reine Margot, La) (1994)"   "537"   "3" 
"Cliffhanger (1993)"   "506"   "4" 
"Air Force One (1997)"   "668"   "4" 
"Star Wars (1977)"   "826"   "5" 
"Koyaanisqatsi (1983)"   "840"   "5" 
"Smilla's Sense of Snow (1997)"   "839"   "3" 
"Aliens (1986)"   "694"   "5" 
"One Fine Day (1996)"   "287"   "3" 
"Good Will Hunting (1997)"   "660"   "4" 
"Crumb (1994)"   "848"   "5" 
"Big Night (1996)"   "805"   "5" 
"Grease (1978)"   "815"   "3" 
"Money Train (1995)"   "788"   "3" 
"Clear and Present Danger (1994)"   "846"   "5" 
"Basquiat (1996)"   "537"   "2" 
"Rock, The (1996)"   "69"   "4" 
"Young Frankenstein (1974)"   "380"   "2" 
"Adventures of Pinocchio, The (1996)"   "650"   "3" 
"Back to the Future (1985)"   "850"   "5" 
"I'll Do Anything (1994)"   "487"   "4" 
"Young Guns II (1990)"   "757"   "3" 
"Mission: Impossible (1996)"   "815"   "4" 
"Graduate, The (1967)"   "806"   "4" 
"Back to the Future (1985)"   "806"   "5" 
"GoodFellas (1990)"   "573"   "4" 
"Long Kiss Goodnight, The (1996)"   "699"   "2" 
"Thin Man, The (1934)"   "392"   "4" 
"Color of Night (1994)"   "655"   "2" 
"Clueless (1995)"   "659"   "3" 
"Hamlet (1996)"   "650"   "3" 
"Henry V (1989)"   "458"   "4" 
"Symphonie pastorale, La (1946)"   "405"   "1" 
"Copycat (1995)"   "367"   "4" 
"Gang Related (1997)"   "451"   "1" 
"Gattaca (1997)"   "502"   "2" 
"Associate, The (1996)"   "286"   "4" 
"Godfather, The (1972)"   "763"   "4" 
"Fugitive, The (1993)"   "484"   "5" 
"Dante's Peak (1997)"   "674"   "3" 
"Contact (1997)"   "655"   "2" 
"Silence of the Lambs, The (1991)"   "745"   "5" 
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"   "648"   "4" 
"Amadeus (1984)"   "72"   "5" 
"George of the Jungle (1997)"   "704"   "2" 
"Kingpin (1996)"   "490"   "4" 
"Age of Innocence, The (1993)"   "500"   "2" 
"Philadelphia Story, The (1940)"   "747"   "4" 
"Bonnie and Clyde (1967)"   "666"   "4" 
"Trigger Effect, The (1996)"   "854"   "4" 
"Some Kind of Wonderful (1987)"   "790"   "4" 
"Muppet Treasure Island (1996)"   "125"   "3" 
"Powder (1995)"   "5"   "1" 
"Soul Food (1997)"   "836"   "4" 
"Jackie Chan's First Strike (1996)"   "13"   "3" 
"Night on Earth (1991)"   "452"   "4" 
"Cop Land (1997)"   "409"   "2" 
"Lawrence of Arabia (1962)"   "65"   "4" 
"Abyss, The (1989)"   "367"   "4" 
"Treasure of the Sierra Madre, The (1948)"   "308"   "4" 
"Star Trek: The Wrath of Khan (1982)"   "361"   "4" 
"English Patient, The (1996)"   "397"   "4" 
"Diva (1981)"   "405"   "1" 
"Wizard of Oz, The (1939)"   "749"   "4" 
"Remains of the Day, The (1993)"   "406"   "4" 
"Blob, The (1958)"   "843"   "2" 
"Gone with the Wind (1939)"   "233"   "5" 
"Return of the Jedi (1983)"   "470"   "4" 
"Donnie Brasco (1997)"   "637"   "3" 
"Adventures of Robin Hood, The (1938)"   "606"   "4" 
"Arsenic and Old Lace (1944)"   "749"   "5" 
"Bulletproof (1996)"   "37"   "4" 
"Indian in the Cupboard, The (1995)"   "234"   "1" 
"Stand by Me (1986)"   "715"   "4" 
"Swingers (1996)"   "793"   "4" 
"Sense and Sensibility (1995)"   "378"   "5" 
"Fargo (1996)"   "707"   "5" 
"Fugitive, The (1993)"   "746"   "5" 
"Star Trek: The Motion Picture (1979)"   "158"   "2" 
"Independence Day (ID4) (1996)"   "55"   "3" 
"2 Days in the Valley (1996)"   "486"   "4" 
"Chinatown (1974)"   "835"   "5" 
"Jaws (1975)"   "545"   "3" 
"Chain Reaction (1996)"   "648"   "3" 
"U.S. Marshalls (1998)"   "818"   "3" 
"Primal Fear (1996)"   "715"   "4" 
"Swept from the Sea (1997)"   "782"   "4" 
"Homeward Bound: The Incredible Journey (1993)"   "222"   "1" 
"Serial Mom (1994)"   "299"   "4" 
"D3: The Mighty Ducks (1996)"   "606"   "3" 
"Braveheart (1995)"   "774"   "2" 
"Top Gun (1986)"   "627"   "2" 
"Schindler's List (1993)"   "829"   "5" 
"Tales from the Crypt Presents: Bordello of Blood (1996)"   "648"   "2" 
"Casablanca (1942)"   "758"   "5" 
"Evita (1996)"   "459"   "4" 
"One Fine Day (1996)"   "552"   "3" 
"Gridlock'd (1997)"   "851"   "4" 
"Welcome to the Dollhouse (1995)"   "323"   "4" 
"Shine (1996)"   "655"   "4" 
"Benny & Joon (1993)"   "405"   "1" 
"Men in Black (1997)"   "711"   "3" 
"Kids (1995)"   "291"   "4" 
"Arrival, The (1996)"   "839"   "4" 
"Devil's Own, The (1997)"   "459"   "3" 
"Crumb (1994)"   "805"   "4" 
"Rock, The (1996)"   "207"   "3" 
"Lion King, The (1994)"   "738"   "3" 
"Evil Dead II (1987)"   "682"   "4" 
"Face/Off (1997)"   "387"   "3" 
"Jack (1996)"   "620"   "4" 
"Lawrence of Arabia (1962)"   "670"   "4" 
"M*A*S*H (1970)"   "230"   "5" 
"2 Days in the Valley (1996)"   "637"   "1" 
"Bottle Rocket (1996)"   "458"   "5" 
"My Left Foot (1989)"   "312"   "5" 
"Devil's Advocate, The (1997)"   "13"   "2" 
"Star Trek VI: The Undiscovered Country (1991)"   "13"   "5" 
"Love Bug, The (1969)"   "653"   "2" 
"Reality Bites (1994)"   "622"   "2" 
"Seven Years in Tibet (1997)"   "629"   "2" 
"Conspiracy Theory (1997)"   "784"   "3" 
"Trainspotting (1996)"   "854"   "4" 
"Absolute Power (1997)"   "497"   "3" 
"Blob, The (1958)"   "21"   "3" 
"Devil's Own, The (1997)"   "293"   "3" 
"Interview with the Vampire (1994)"   "814"   "3" 
"Mother (1996)"   "569"   "4" 
"Once Were Warriors (1994)"   "405"   "1" 
"Wizard of Oz, The (1939)"   "383"   "5" 
"Unforgiven (1992)"   "804"   "4" 
"Cinema Paradiso (1988)"   "468"   "4" 
"Metro (1997)"   "782"   "3" 
"Forrest Gump (1994)"   "601"   "3" 
"Sound of Music, The (1965)"   "849"   "5" 
"Before Sunrise (1995)"   "286"   "5" 
"Edge, The (1997)"   "858"   "3" 
"Scream (1996)"   "847"   "4" 
"My Life as a Dog (Mitt liv som hund) (1985)"   "848"   "5" 
"Broken Arrow (1996)"   "456"   "4" 
"39 Steps, The (1935)"   "639"   "5" 
"Forbidden Planet (1956)"   "749"   "4" 
"Tales From the Crypt Presents: Demon Knight (1995)"   "833"   "2" 
"Muriel's Wedding (1994)"   "751"   "1" 
"My Best Friend's Wedding (1997)"   "378"   "4" 
"Streetcar Named Desire, A (1951)"   "573"   "5" 
"Broken Arrow (1996)"   "796"   "4" 
"Toy Story (1995)"   "503"   "5" 
"Devil's Advocate, The (1997)"   "92"   "4" 
"Underworld (1997)"   "851"   "1" 
"Top Gun (1986)"   "49"   "1" 
"Aristocats, The (1970)"   "399"   "3" 
"Interview with the Vampire (1994)"   "766"   "4" 
"Night of the Living Dead (1968)"   "749"   "3" 
"Face/Off (1997)"   "689"   "4" 
"Cable Guy, The (1996)"   "393"   "1" 
"Stand by Me (1986)"   "591"   "4" 
"Jurassic Park (1993)"   "786"   "4" 
"Smile Like Yours, A (1997)"   "732"   "1" 
"Star Trek V: The Final Frontier (1989)"   "807"   "4" 
"Chinatown (1974)"   "201"   "3" 
"Addicted to Love (1997)"   "837"   "1" 
"Guilty as Sin (1993)"   "655"   "2" 
"Star Trek: First Contact (1996)"   "89"   "5" 
"Breaking the Waves (1996)"   "794"   "4" 
"Money Talks (1997)"   "592"   "1" 
"Queen Margot (Reine Margot, La) (1994)"   "543"   "3" 
"Sneakers (1992)"   "694"   "4" 
"Son in Law (1993)"   "542"   "2" 
"Big Bully (1996)"   "117"   "3" 
"Usual Suspects, The (1995)"   "805"   "4" 
"Cape Fear (1991)"   "654"   "2" 
"Star Trek III: The Search for Spock (1984)"   "484"   "5" 
"Phenomenon (1996)"   "760"   "4" 
"Celluloid Closet, The (1995)"   "655"   "3" 
"Love Bug, The (1969)"   "504"   "3" 
"Godfather, The (1972)"   "144"   "4" 
"Gang Related (1997)"   "130"   "4" 
"House Arrest (1996)"   "203"   "2" 
"Broken Arrow (1996)"   "190"   "3" 
"Quiz Show (1994)"   "452"   "3" 
"Dumbo (1941)"   "747"   "5" 
"Apocalypse Now (1979)"   "340"   "3" 
"Star Trek: First Contact (1996)"   "660"   "2" 
"Twister (1996)"   "684"   "4" 
"Cat on a Hot Tin Roof (1958)"   "854"   "4" 
"James and the Giant Peach (1996)"   "697"   "5" 
"Bridges of Madison County, The (1995)"   "593"   "3" 
"Dragonheart (1996)"   "716"   "3" 
"Grosse Pointe Blank (1997)"   "432"   "4" 
"Long Kiss Goodnight, The (1996)"   "320"   "4" 
"Jumanji (1995)"   "751"   "4" 
"Up Close and Personal (1996)"   "393"   "4" 
"Blob, The (1958)"   "405"   "3" 
"Bound (1996)"   "709"   "2" 
